task,dim,budget,seed,variant,final_best,auc_best,regret,runtime_s,n_leaves,global_coherence,potential_std,coherence_std,potential_scale
Rosenbrock,2,200,0,coherence,0.014177987266203698,169.9716831622409,0.014177987266203698,0.14331585299987637,23.0,0.6495292481068389,0.229197291397803,0.13788582549947834,0.49793239619577345
Rosenbrock,2,200,0,potential,0.0043490407288079,169.96793722122263,0.0043490407288079,0.13207874199906655,19.0,0.6278877482246839,0.22594175956188917,0.14789664324178975,0.4258662015881972
Rosenbrock,2,200,0,both,0.0043827171948245805,169.9699618873375,0.0043827171948245805,0.14181663699855562,23.0,0.6585631379242691,0.24299916032779315,0.17210388462219603,0.5280152492878162
Rosenbrock,2,200,1,none,0.4119781123973158,3937.2319622974373,0.4119781123973158,0.09938715700081957,22.0,,,,
Rosenbrock,2,200,1,coherence,0.19295861370530124,3938.7988187900314,0.19295861370530124,0.14638509799988242,24.0,0.5431111326064868,0.23771447814863805,0.12111962172372756,0.14356007157960105
Rosenbrock,2,200,1,potential,0.034856291096805936,3937.158271253442,0.034856291096805936,0.1542065140001796,25.0,0.566373916723421,0.2242587419075089,0.1564205082987608,0.22102514268899182
Rosenbrock,2,200,1,both,0.31547179022091626,3938.8914539958937,0.31547179022091626,0.13359202699939488,22.0,0.5128505891272943,0.24000424875195084,0.17412760373145086,0.042792461793890055
Rosenbrock,2,200,2,none,0.13692903706282175,233.26123330182133,0.13692903706282175,0.09135530999992625,20.0,,,,
Rosenbrock,2,200,2,coherence,0.13692903706282175,233.26123330182133,0.13692903706282175,0.12966863600013312,21.0,0.5847604142468805,0.2526397479573527,0.15608198935816797,0.28225217944211217
Rosenbrock,2,200,2,potential,0.13692903706282175,233.26123330182133,0.13692903706282175,0.14339271699827805,23.0,0.5780370828195882,0.23448261822212263,0.14521225478450422,0.25986348578922874
Rosenbrock,2,200,2,both,0.13692903706282175,233.26123330182133,0.13692903706282175,0.1320180380007514,21.0,0.5670315873812104,0.2566395318472594,0.15706473079043642,0.22321518597943063
Rosenbrock,2,200,3,none,0.31681098202750363,35.30247570947261,0.31681098202750363,0.09891407099894423,21.0,,,,
Rosenbrock,2,200,3,coherence,0.017158149190915583,34.14244487974048,0.017158149190915583,0.141116566999699,22.0,0.6143184981388349,0.2206865904567904,0.11227623386319717,0.38068059880232014
Rosenbrock,2,200,3,potential,0.31681098202750363,35.30247570947261,0.31681098202750363,0.13240879100158054,20.0,0.5597240737536535,0.22359992989059593,0.12497129066390693,0.1988811655996662
Rosenbrock,2,200,3,both,0.009943149948457743,34.26120818620866,0.009943149948457743,0.13772030300060578,20.0,0.58963491702264,0.22204944976868735,0.1508097973499523,0.2984842736853913
Rosenbrock,2,200,4,none,0.5993444609203114,102.24713829194296,0.5993444609203114,0.09190879100060556,21.0,,,,
Rosenbrock,2,200,4,coherence,0.04638872698383641,79.0951367487167,0.04638872698383641,0.133287532000395,22.0,0.7005167580749415,0.23602939361040226,0.1503691545745728,0.6677208043895553
Rosenbrock,2,200,4,potential,0.3209721566950416,102.2097380754993,0.3209721566950416,0.13774051500149653,24.0,0.7226864186839119,0.19107100606165411,0.1714950277795496,0.7415457742174267
Rosenbrock,2,200,4,both,0.2385128201367569,78.93299667581933,0.2385128201367569,0.12606171900006302,22.0,0.7347527618760266,0.20778133014502745,0.17291651865609284,0.7817266970471685
Rosenbrock,2,200,5,none,0.0003578113218133562,1733.1629627719697,0.0003578113218133562,0.09932919400125684,24.0,,,,
Rosenbrock,2,200,5,coherence,0.003699976441808639,1733.164685152594,0.003699976441808639,0.13719356299952778,22.0,0.5985031091340097,0.2284620738153106,0.19233601007383275,0.3280153534162524
Rosenbrock,2,200,5,potential,0.004956110755395875,1733.166765882618,0.004956110755395875,0.14901512200049183,26.0,0.5897853239250201,0.21274556776157613,0.1836769843149812,0.29898512867031707
Rosenbrock,2,200,5,both,0.0048863537573478,1733.1668765452516,0.0048863537573478,0.14128274700124166,23.0,0.5573536044326237,0.21809518639676828,0.20279475752369194,0.19098750276063697
Rosenbrock,2,200,6,none,0.16670552789400764,3.3400056744290265,0.16670552789400764,0.10951482499876874,24.0,,,,
Rosenbrock,2,200,6,coherence,0.15723509638672248,3.0132967123504257,0.15723509638672248,0.16638414800036117,20.0,0.6252459326764548,0.20949491045191998,0.11921272820533163,0.41706895581259446
Rosenbrock,2,200,6,potential,0.3115670605848007,3.01486715005823,0.3115670605848007,0.16344082999967213,25.0,0.6185819556795366,0.1965079679177069,0.13607702032487978,0.39487791241285675
Rosenbrock,2,200,6,both,0.20091884080135994,2.978218016073123,0.20091884080135994,0.1392990730000747,22.0,0.6233725715347065,0.22085823488160505,0.13154625093357647,0.4108306632105726
Rosenbrock,2,200,7,none,0.48167940343879456,2171.1315731379163,0.48167940343879456,0.09565192499940167,23.0,,,,
Rosenbrock,2,200,7,coherence,0.21204480797641836,2171.143329767374,0.21204480797641836,0.13194429500072147,20.0,0.5335808531765937,0.2542705755796945,0.19942576895842912,0.11182424107805686
Rosenbrock,2,200,7,potential,0.6359585847259386,2171.1353488316167,0.6359585847259386,0.1430492770014098,23.0,0.5954615575195868,0.2256990326323248,0.18484116480298693,0.31788698654022424
Rosenbrock,2,200,7,both,0.21204480797641836,2171.143329767374,0.21204480797641836,0.13158236399976886,20.0,0.5335808531765937,0.2542705755796945,0.19942576895842912,0.11182424107805686
Rosenbrock,2,200,8,none,1.144451523957699,6722.403115594282,1.144451523957699,0.09599909499956993,20.0,,,,
Rosenbrock,2,200,8,coherence,0.22395401266979142,6721.613137337462,0.22395401266979142,0.1326012270001229,20.0,0.6502496252183723,0.23985159444936052,0.10987009163410988,0.5003312519771796
Rosenbrock,2,200,8,potential,1.9929179013866536,6722.455847832642,1.9929179013866536,0.13860679900062678,23.0,0.6733232222170306,0.21678122714368625,0.17418913561827545,0.5771663299827118
Rosenbrock,2,200,8,both,0.22395401266979142,6721.613137337462,0.22395401266979142,0.13404030300080194,20.0,0.6502496252183723,0.23985159444936052,0.10987009163410988,0.5003312519771796
Rosenbrock,2,200,9,none,1.2108389900387269,113.82680621530749,1.2108389900387269,0.0967718080009945,20.0,,,,
Rosenbrock,2,200,9,coherence,1.4807355993215015,116.77285985967613,1.4807355993215015,0.13086403400120616,20.0,0.5813977030476529,0.22459990492269366,0.12142279183206693,0.27105435114868426
Rosenbrock,2,200,9,potential,0.35894165210289936,113.97048847632773,0.35894165210289936,0.1371368349991826,21.0,0.5998960087712154,0.26747609653955184,0.14495694625714542,0.3326537092081473
Rosenbrock,2,200,9,both,0.2918333410979356,116.33810523459363,0.2918333410979356,0.12706438100030937,18.0,0.5241164981269999,0.22764643655746164,0.12460061113643205,0.08030793876290966
Rosenbrock,2,200,10,none,0.5329576605344428,56.66180688693314,0.5329576605344428,0.09701851200043166,22.0,,,,
Rosenbrock,2,200,10,coherence,0.38842444131479775,56.5239000272217,0.38842444131479775,0.13501316600013524,22.0,0.6470194639296873,0.2465272550901011,0.08230101332489878,0.48957481488585886
Rosenbrock,2,200,10,potential,0.3320740082139306,56.80966142925431,0.3320740082139306,0.14262835399858886,22.0,0.6448481922704887,0.22573432119079045,0.11776012802749354,0.48234448026072746
Rosenbrock,2,200,10,both,0.5329576605344428,56.541807641222846,0.5329576605344428,0.1296692569994775,20.0,0.7228523481035156,0.22155191637229193,0.18228249168978694,0.742098319184707
Rosenbrock,2,200,11,none,2.738042227433661,15.947793408566309,2.738042227433661,0.09410627800025395,20.0,,,,
Rosenbrock,2,200,11,coherence,0.41544287135637736,13.588001696054425,0.41544287135637736,0.16468223500123713,20.0,0.5533690808441376,0.23954485700093378,0.16788827984652704,0.17771903921097823
Rosenbrock,2,200,11,potential,16.392723190597344,19.631818927229975,16.392723190597344,0.15156801699959033,26.0,0.5537116544852698,0.20909736946104912,0.12478935697323029,0.1788598094359485
Rosenbrock,2,200,11,both,14.796851025693291,19.528616842982522,14.796851025693291,0.1390861660001974,22.0,0.6527134929039733,0.22934984678191786,0.20808663106560965,0.5085359313702311
Rosenbrock,2,200,12,none,1.099507055411081,3775.4818384574896,1.099507055411081,0.09432692100017448,19.0,,,,
Rosenbrock,2,200,12,coherence,0.6867289079962282,3775.7039704904223,0.6867289079962282,0.1320313989999704,21.0,0.5979731105098639,0.2345698128332402,0.13415759445012113,0.3262504579978468
Rosenbrock,2,200,12,potential,0.1431068886283833,3775.3670704374754,0.1431068886283833,0.1331776440001704,20.0,0.608491952198501,0.23852668233996385,0.1493358124077833,0.36127820082100853
Rosenbrock,2,200,12,both,0.4134144930895778,3775.690304769677,0.4134144930895778,0.16738142499889364,21.0,0.6154543407469772,0.23092250215037965,0.12812523614786936,0.38446295468743424
Rosenbrock,2,200,13,none,14.966947904301877,1641.361789198317,14.966947904301877,0.10245324700008496,22.0,,,,
Rosenbrock,2,200,13,coherence,0.333774101679869,1630.3562696726956,0.333774101679869,0.1345337990005646,22.0,0.6526706921716161,0.29676526001417813,0.1810550821454493,0.5083934049314817
Rosenbrock,2,200,13,potential,0.47569821513758676,1637.3196710991601,0.47569821513758676,0.14820763900024758,23.0,0.580205595777244,0.28943665833929333,0.19498926392269758,0.26708463393822235
Rosenbrock,2,200,13,both,0.333774101679869,1630.3562696726956,0.333774101679869,0.1342599789986707,22.0,0.6526706921716161,0.29676526001417813,0.1810550821454493,0.5083934049314817
Rosenbrock,2,200,14,none,0.2519474466954754,90.73152373296281,0.2519474466954754,0.09990639399984502,22.0,,,,
Rosenbrock,2,200,14,coherence,6.2742645732390265,91.96672595952354,6.2742645732390265,0.1310025519996998,21.0,0.6494434221703473,0.252730495150725,0.14785388080946815,0.4976465958272567
Rosenbrock,2,200,14,potential,0.2519474466954754,90.73152373296281,0.2519474466954754,0.1653847629986558,22.0,0.5026997812537823,0.2105855500894733,0.12862479265488294,0.008990271575095195
Rosenbrock,2,200,14,both,6.2742645732390265,91.96672595952354,6.2742645732390265,0.14953521299867134,21.0,0.6494434221703473,0.252730495150725,0.14785388080946815,0.4976465958272567
Rosenbrock,2,200,15,none,0.06672380918472103,1507.469672129296,0.06672380918472103,0.09324139899945294,25.0,,,,
Rosenbrock,2,200,15,coherence,0.06672380918472103,1507.469672129296,0.06672380918472103,0.1484671630005323,23.0,0.6092685362495132,0.20546745874999692,0.19066913875872346,0.36386422571087884
Rosenbrock,2,200,15,potential,0.019096332380747073,1507.4427626049019,0.019096332380747073,0.17997685299997102,26.0,0.6898479277443836,0.19665787671950072,0.19071358582407633,0.6321935993887975
Rosenbrock,2,200,15,both,0.06672380918472103,1507.469672129296,0.06672380918472103,0.15424048699969717,25.0,0.6176816940408935,0.22938536256363173,0.1820592237737882,0.39188004115617525
Rosenbrock,2,200,16,none,2.166889744827257,62.87645791942904,2.166889744827257,0.09143336799934332,25.0,,,,
Rosenbrock,2,200,16,coherence,9.58394981798278,64.69003060701012,9.58394981798278,0.13005507700108865,21.0,0.7345120494705875,0.2074874162790778,0.23305584430212284,0.7809251247370562
Rosenbrock,2,200,16,potential,2.597097066376421,62.155417019817044,2.597097066376421,0.14117107299898635,23.0,0.746996360002389,0.19573941451491877,0.18286621410121134,0.8224978788079554
Rosenbrock,2,200,16,both,4.447328150830314,64.44950556661227,4.447328150830314,0.12449402600032045,20.0,0.685439077479113,0.2136304490364893,0.21007377768738236,0.6175121280054464
Rosenbrock,2,200,17,none,2.0767722765757903,64.90910999605082,2.0767722765757903,0.09589180900002248,20.0,,,,
Rosenbrock,2,200,17,coherence,0.13371005321614693,64.74037459136989,0.13371005321614693,0.14123851699878287,25.0,0.7282829857623581,0.21579914673267203,0.1965984300170034,0.7601823425886524
Rosenbrock,2,200,17,potential,0.3025616167445504,67.23813971821231,0.3025616167445504,0.1386551519990462,21.0,0.6043112715376214,0.2128749495253826,0.15770119005934025,0.34735653422027934
Rosenbrock,2,200,17,both,2.481380477451398,61.92820713992699,2.481380477451398,0.151783069000885,23.0,0.5606936325584689,0.21922489642263424,0.13776822250420903,0.20210979641970156
Rosenbrock,2,200,18,none,0.9352537159717902,1445.7214376676907,0.9352537159717902,0.10892064000108803,22.0,,,,
Rosenbrock,2,200,18,coherence,0.354655680948879,1445.3920674033905,0.354655680948879,0.12738434899983986,20.0,0.6006564314024094,0.250217393081301,0.13525352506131413,0.3351859165700234
Rosenbrock,2,200,18,potential,0.17170343330229546,1445.5652775079836,0.17170343330229546,0.128508611000143,20.0,0.5869043537748257,0.2428061062292187,0.153149047334021,0.28939149807016973
Rosenbrock,2,200,18,both,0.354655680948879,1445.3920674033905,0.354655680948879,0.1427390419994481,20.0,0.6006564314024094,0.250217393081301,0.13525352506131413,0.3351859165700234
Rosenbrock,2,200,19,none,0.351891214511199,3262.5249291188543,0.351891214511199,0.0982780129997991,23.0,,,,
Rosenbrock,2,200,19,coherence,0.33477803025679154,3262.450934158963,0.33477803025679154,0.13254165800026385,21.0,0.6188081595046434,0.2179634119592044,0.1503564455350662,0.39563117115046254
Rosenbrock,2,200,19,potential,0.35247008088477505,3262.5250928012592,0.35247008088477505,0.13409449400023732,20.0,0.6015315594523016,0.24477049507806323,0.1750868960133343,0.33810009297616445
Rosenbrock,2,200,19,both,0.014321421838433207,3262.392781829361,0.014321421838433207,0.13028589099849341,20.0,0.6422768857101206,0.22541706306051523,0.16065145771576078,0.47378202941470177
